# Generated from FirepadCN/pocket_dict_5000 (MIT), derived from ECDICT (MIT).
# word<TAB>concise Simplified Chinese meaning
a	第一个字母A
foreigner	外国人
foreigners	外国人
foresaw	预见
foresee	预见
foreseeing	预见
foreseen	预见
foresees	预见
forest	森林
forested	森林
foresting	森林
forests	森林
forever	永远
forgave	原谅
forget	忘记
forgetful	健忘的
forgets	忘记
forgetting	忘记
forgive	原谅
forgiven	原谅
forgives	原谅
forgiving	原谅
forgot	忘记
forgotten	忘记
fork	叉子
forked	叉子
forking	叉子
forks	叉子
form	形状
formal	正式的
formally	正式地
format	开本
formation	形成
formations	形成
formats	开本
formatted	开本
formatting	开本
formed	形状
former	从前的
formerly	从前
formers	从前的
forming	形状
forms	形状
formula	客套语
formulae	客套语
formulas	客套语
forth	往前
fortnight	两星期
fortnights	两星期
fortunate	幸运的
fortune	财富
fortunes	财富
forty	四十
forward	向前的
forwarded	向前的
forwarding	向前的
forwards	向前的
fought	打架
found	建立
foundation	基础
foundations	基础
founded	建立
founding	铸造
founds	建立
fountain	水源
fountained	水源
fountaining	水源
fountains	水源
four	四
fourteen	十四
fourth	第四
fourths	第四
fox	狐狸
foxed	狐狸
foxes	狐狸
foxing	狐狸
fragile	易碎的
fragrant	芬香的
frame	框
framed	框
frames	框
framework	结构
frameworks	结构
framing	框
franc	法郎
france	法国
francs	法郎
frank	坦白的
franked	坦白的
franker	坦白的
frankest	坦白的
franking	坦白的
franks	坦白的
free	自由的
freed	自由的
freedom	自由
freedoms	自由
freeing	自由的
freely	自由地
freer	自由的
frees	自由的
freeway	高速公路
freeways	高速公路
freeze	冻结
freezes	冻结
freezing	冰冻的
french	法国人
frenches	法国人
frenchman	法国人
frenchmen	法国人
frequencies	频率
frequency	频率
frequent	时常发生的
frequented	时常发生的
frequenting	时常发生的
frequently	频繁
frequents	时常发生的
fresh	新鲜的
fresher	新鲜的
freshest	新鲜的
freshly	新
friction	摩擦
frictioned	摩擦
frictions	摩擦
friday	星期五
fridays	星期五
fridge	电冰箱
fridges	电冰箱
fried	油炸的
friend	朋友
friendlier	友好的
friendlies	友好的
friendliest	友好的
friendly	友好的
friends	朋友
friendship	友谊
friendships	友谊
fries	油炸食物
fright	惊骇
frighted	惊骇
frighten	使惊吓
frightened	受惊吓的
frightening	令人恐惧的
frightens	使惊吓
frights	惊骇
frog	青蛙
frogged	青蛙
frogging	青蛙
frogs	青蛙
from	从
front	前面
fronted	前面
frontier	边界
frontiers	边界
fronting	前面
fronts	前面
frost	霜
frosted	霜
frosting	霜
frosts	霜
froze	冻结
frozen	冻结的
fruit	水果
fruited	水果
fruiting	水果
fruits	水果
fry	油炸食物
frying	油炸食物
fuel	燃料
fuelled	燃料
fuelling	燃料
fuels	燃料
full	全部
fuller	全部
fullest	全部
fully	十分地
fun	乐趣
function	官能
functioned	官能
functioning	官能
functions	官能
fund	基金
fundamental	基本原理
fundamentals	基本原理
funded	基金
funding	债务转期
fundings	债务转期
funds	基金
funeral	葬礼
funerals	葬礼
funnier	好笑的
funnies	好笑的
funniest	好笑的
funny	好笑的
fur	毛皮
furnished	家具
furniture	家具
furred	毛皮
furring	毛皮
furs	毛皮
further	更远的
furthered	更远的
furthering	更远的
furthers	更远的
furthest	远的
future	未来
futures	未来
g	千兆
gain	增益
gained	增益
gaining	增益
gains	增益
gale	狂风
gales	狂风
galleries	走廊
gallery	走廊
gallon	加仑
gallons	加仑
gamble	赌博
gambled	赌博
gambles	赌博
gambling	赌博
game	比赛
gamed	比赛
games	比赛
gaming	比赛
gang	队
ganged	队
ganging	队
gangs	队
gap	缝隙
gapped	缝隙
gapping	缝隙
gaps	缝隙
garage	车库
garaged	车库
garages	车库
garaging	车库
garbage	垃圾
garden	花园
gardened	花园
gardening	园艺
gardens	花园
garlic	大蒜
garment	衣服
garmented	衣服
garmenting	衣服
garments	衣服
gas	气体
gases	气体
gasoline	汽油
gassed	气体
gasses	气体
gassing	气体
gate	门
gated	门
gates	门
gather	集合
gathered	集合
gathering	集合
gathers	集合
gating	门
gave	弹性
gay	欢快的
gays	欢快的
gear	齿轮
geared	齿轮
gearing	齿轮
gears	齿轮
geese	鹅
gender	性
gendered	性
genders	性
gene	基因
general	一般
generally	通常
generals	一般
generate	产生
generated	产生
generates	产生
generating	产生
generation	一代
generations	一代
generous	慷慨的
generously	宽大地
genes	基因
gentle	温和的
gentled	温和的
gentleman	绅士
gentlemen	绅士
gentles	温和的
gentling	温和的
gently	温和地
genuine	真正的
genuinely	真诚地
geographies	地理学
geography	地理学
geometries	几何学
geometry	几何学
george	乔治
german	德国人
germans	德国人
germany	德国
gesture	手势
gestured	手势
gestures	手势
gesturing	手势
get	得到
gets	得到
getting	得到
giant	巨人
giants	巨人
gift	礼物
gifted	有天才的
gifting	礼物
gifts	礼物
giraffe	长颈鹿
giraffes	长颈鹿
girl	女孩
girlfriend	女朋友
girlfriends	女朋友
girls	女孩
give	弹性
given	赠予的
givens	赠予的
gives	弹性
giving	弹性
glad	高兴的
gladder	高兴的
glance	一瞥
glanced	一瞥
glances	一瞥
glancing	一瞥
glare	闪耀光
glared	闪耀光
glares	闪耀光
glaring	闪耀光
glasgow	格拉斯哥
glass	玻璃
glassed	玻璃
glasses	眼镜
glasshouse	温室
glasshouses	温室
glassing	玻璃
global	通用的
globe	球
globed	球
globes	球
gloried	光荣
glories	光荣
glory	光荣
glorying	光荣
gloucester	格洛斯特
glove	手套
gloves	手套
gloving	手套
glue	胶
glued	胶
glueing	胶
glues	胶
gluing	胶
gm	通用汽车公司
go	去
goal	目标
goals	目标
goat	山羊
goats	山羊
god	上帝
gods	上帝
goes	去
going	去
goings	去
gold	黄金
golden	金的
goldfish	金鱼
goldfishes	金鱼
golding	黄金
golds	黄金
golf	高尔夫球
golfed	高尔夫球
golfing	高尔夫球
golfs	高尔夫球
gone	去
good	善行
goodbye	再见
goodbyes	再见
goodness	仁慈
goods	货物
goose	鹅
goosed	鹅
gooses	鹅
goosing	鹅
got	得到
govern	统治
governed	统治
governing	统治
government	政府
governments	政府
governor	节制器
governors	节制器
governs	统治
gown	睡衣
gowned	睡衣
gowning	睡衣
gowns	睡衣
grab	抓握
grabbed	抓握
grabbing	抓握
grabs	抓握
grade	等级
graded	等级
grades	等级
grading	等级
gradual	逐渐的
gradually	逐渐地
graduate	毕业生
graduated	毕业生
graduates	毕业生
graduating	毕业生
graduation	毕业
graduations	毕业
graham	全麦的
grain	谷粒
grained	谷粒
graining	谷粒
grains	谷粒
gram	克
grammar	语法学
grammars	语法学
grams	克
grand	庄重的
grandchild	孙
granddaughter	孙女
granddaughters	孙女
grander	庄重的
grandest	庄重的
grandfather	祖父
grandfathers	祖父
grandma	奶奶
grandmas	奶奶
grandmother	祖母
grandmothers	祖母
grandpa	爷爷
grandparent	祖父母
grandparents	外祖父母
grandpas	爷爷
grands	庄重的
grandson	孙子
grandsons	孙子
grannies	奶奶
granny	奶奶
grant	授予
granted	授予
granting	授予
grants	授予
grape	葡萄
grapes	葡萄
graph	曲线图
graphed	曲线图
graphing	曲线图
graphs	曲线图
grasp	把握
grasped	把握
grasping	把握
grasps	把握
grass	草
grassed	草
grasses	草
grassing	草
grateful	感谢的
grave	墓穴
graven	墓穴
graver	墓穴
graves	墓穴
gravest	墓穴
graving	墓穴
gravities	地心引力
gravity	地心引力
gray	灰色
grayed	灰色
graying	灰色
grays	灰色
great	大的
greater	大的
greatest	最大的
greatests	最大的
greatly	很
greats	大的
greece	希腊
greedier	贪婪的
greediest	贪婪的
greedy	贪婪的
greek	希腊人
greeks	希腊人
green	绿色
greener	绿色
greenest	绿色
greengrocer	蔬菜水果商
greengrocers	蔬菜水果商
greens	绿色
greet	问候
greeted	问候
greeting	祝贺
greetings	祝贺
greets	问候
grew	种植
grey	灰色
greyed	灰色
greying	灰色
greys	灰色
grill	烤架
grilled	烤架
grilling	烤架
grills	烤架
grinding	土地
grinds	土地
grocer	食品商
groceries	食品
grocers	食品商
grocery	食品杂货店
ground	土地
grounded	土地
grounds	土地
group	团体
grouped	团体
grouping	团体
groups	团体
grow	种植
growing	成长的
grown	种植
grows	种植
growth	生长
growths	生长
gruel	稀粥
guarantee	担保
guaranteed	担保
guaranteeing	担保
guarantees	担保
guard	守卫者
guarded	守卫者
guarding	守卫者
guards	守卫者
guess	猜测
guessed	猜测
guesses	猜测
guessing	猜测
guest	客人
guesting	客人
guests	客人
guidance	指导
guide	引导者
guided	引导者
guides	引导者
guiding	引导者
guilty	犯罪的
guitar	吉他
guitars	吉他
gun	枪
gunned	枪
gunning	枪
guns	枪
guy	家伙
guyed	家伙
guying	家伙
guys	家伙
gym	+体育馆
gymnasium	健身房
gymnasiums	健身房
gymnastics	体操
gyms	+体育馆
ha	嘿
habit	习惯
habited	习惯
habiting	习惯
habits	习惯
had	有
hair	头发
haircut	理发
haircuts	理发
haircutting	理发
hairdresser	美发师
hairdressers	美发师
hairs	头发
half	一半
hall	门厅
halling	门厅
halls	门厅
halves	一半
ham	火腿
hamburger	汉堡
hamburgers	汉堡
hammed	火腿
hammer	锤
hammered	锤
hammering	锤
hammers	锤
hamming	火腿
hams	火腿
hand	手
handbag	手提包
handbagged	手提包
handbags	手提包
handed	手
handful	少数
handfuls	少数
handier	便利的
handies	便利的
handing	手
handkerchief	手帕
handkerchiefs	手帕
handle	柄
handled	柄
handles	柄
handling	柄
hands	手
handsome	英俊的
handsomer	英俊的
handsomest	英俊的
handtruck	手推车
handwriting	笔迹
handwritings	笔迹
handy	便利的
hang	悬挂
hanged	悬挂
hanging	悬挂
hangs	悬挂
happen	发生
happened	发生
happening	发生
happens	发生
happier	快乐的
happiest	快乐的
happily	幸福地
happiness	快乐
happinesses	快乐
happy	快乐的
harbour	港
harboured	港
harbouring	港
harbours	港
hard	坚硬的
harder	坚硬的
hardest	坚硬的
hardly	刚刚
hardship	艰难
hardships	艰难
hardworking	苦干的
harm	伤害
harmed	伤害
harmful	有害的
harming	伤害
harmless	无害处的
harmonies	协调
harmony	协调
harms	伤害
harried	掠夺
harries	掠夺
harry	掠夺
harrying	掠夺
harvest	收获
harvested	收获
harvesting	收获
harvests	收获
has	有
hat	帽子
hatch	孵化
hatched	孵化
hatches	孵化
hatching	孵化
hate	憎恨
hated	憎恨
hates	憎恨
hating	憎恨
hatred	憎恨
hatreds	憎恨
hats	帽子
hatted	帽子
hatting	帽子
have	有
having	有
hawk	鹰
hawked	鹰
hawking	鹰
hawks	鹰
hay	干草
hayed	干草
haying	干草
hays	干草
he	他
head	头
headache	头痛
headaches	头痛
headed	头
heading	头
headline	大标题
headlined	大标题
headlines	大标题
headlining	大标题
heads	头
headteacher	中小学的校长
headteachers	中小学的校长
heal	痊愈
healed	痊愈
healing	痊愈
heals	痊愈
health	健康
healthier	健康的
healthiest	健康的
healthy	健康的
heap	堆
heaped	堆
heaping	堆
heaps	堆
hear	听到
heard	听到
hearing	听
hearings	听
hears	听到
heart	心
hearts	心
heat	热
heated	热
heating	加热
heats	热
heaven	天堂
heavens	天堂
heavier	重的
heavies	重的
heaviest	重的
heavily	很重地
heavy	重的
heel	脚后跟
heeled	脚后跟
heeling	脚后跟
heels	脚后跟
height	高度
heights	高度
held	把握
helicopter	直升机
helicoptered	直升机
helicoptering	直升机
helicopters	直升机
hell	地狱
hello	喂
hellos	喂
hells	地狱
helmet	钢盔
helmets	钢盔
help	帮忙
helped	帮忙
helpful	有帮助的
helping	帮忙
helps	帮忙
hen	母鸡
hence	因此
henry	亨利
hens	母鸡
her	她的
herb	药草
herbs	药草
here	在这里
hering	她的
hero	英雄
heroes	英雄
heroine	巾帼英雄
heroines	巾帼英雄
heros	英雄
hers	她的
herself	她自己
hesitate	犹豫
hesitated	犹豫
hesitates	犹豫
hesitating	犹豫
het	热
hey	嗨
heys	嗨
hi	喂
hibernate	过冬
hibernated	过冬
hibernates	过冬
hibernating	过冬
hibernation	过冬
hid	兽皮
hidden	兽皮
hide	兽皮
hides	兽皮
hiding	兽皮
high	高度
higher	高度
highest	高度
highlight	加亮区
highlighted	加亮区
highlighting	加亮区
highlights	加亮区
highly	非常
highs	高度
highway	公路
highways	公路
hill	小山
hilled	小山
hillier	多丘陵的
hilliest	多丘陵的
hilling	小山
hills	小山
hillside	山坡
hillsides	山坡
hilly	多丘陵的
him	他
hims	他
himself	他自己
hip	臀部
hipper	臀部
hippest	臀部
hips	臀部
hire	租金
hired	租金
hires	租金
hiring	租金
his	他的
historian	历史学家
historians	历史学家
historic	历史上著名的
historical	历史的
histories	历史
history	历史
hit	打击
hits	打击
hitting	打击
hive	蜂房
hived	蜂房
hives	蜂房
hiving	蜂房
hobbies	嗜好
hobby	嗜好
hold	把握
holder	持有人
holders	持有人
holding	把握
holds	把握
hole	孔
holed	孔
holes	孔
holiday	假日
holidayed	假日
holidaying	假日
holidays	假日
holier	神圣的
holies	神圣的
holiest	神圣的
holing	孔
hollow	洞
hollowed	洞
hollowing	洞
hollows	洞
holy	神圣的
home	家
homed	家
homeland	本国
homelands	本国
homes	家
hometown	故乡
homework	家庭作业
homeworking	家庭作业
homeworks	家庭作业
homing	家
hon	δ-羟基-γ-氧代正缬氨酸
honest	诚实的
honestly	真诚地
honey	蜂蜜
honeying	蜂蜜
honeys	蜂蜜
honied	蜂蜜
honing	δ-羟基-γ-氧代正缬氨酸
honor	荣誉
honored	荣誉
honoring	荣誉
honors	荣誉
honour	荣誉
honoured	荣誉
honouring	荣誉
honours	荣誉
hons	δ-羟基-γ-氧代正缬氨酸
hook	钩
hooked	钩
hooking	钩
hooks	钩
hooray	万岁
hoorays	万岁
hope	希望
hoped	希望
hopeful	有希望之人
hopefuls	有希望之人
hopeless	无希望的
hopes	希望
hoping	希望
horizontal	水平线
horizontals	水平线
horn	角
horned	角
horning	角
horns	角
horrible	可怕的
horror	惊骇
horrors	惊骇
horse	马
horsed	马
horses	马
horsing	马
hospital	医院
hospitals	医院
host	主人
hosted	主人
hostess	女主人
hostessed	女主人
hostesses	女主人
hostessing	女主人
hosting	主人
hosts	主人
hot	热的
hotdog	卖弄
hotdogging	卖弄
hotdogs	卖弄
hotel	旅馆
hotels	旅馆
hots	热的
hotter	热的
hottest	热的
hotting	热的
hour	小时
hours	小时
house	房子
housed	房子
household	一家人
households	一家人
houses	房子
housewife	主妇
housewifes	主妇
housewives	主妇
housework	家事
housing	遮盖
housings	遮盖
how	如何
however	然而
howl	嗥叫
howled	嗥叫
howling	嗥叫
howls	嗥叫
hug	紧抱
huge	极大的
hugged	紧抱
hugging	紧抱
hugs	紧抱
human	人
humans	人
humorous	富幽默感的
humour	幽默
humoured	幽默
humouring	幽默
humours	幽默
hundred	百
hung	悬挂
hunger	饥饿
hungered	饥饿
hungering	饥饿
hungers	饥饿
hungrier	饥饿的
hungriest	饥饿的
hungry	饥饿的
hunt	狩猎
hunted	狩猎
hunter	猎人
hunters	猎人
hunting	狩猎
hunts	狩猎
hurricane	飓风
hurricanes	飓风
hurried	匆忙
hurries	匆忙
hurry	匆忙
hurrying	匆忙
hurt	伤害
hurting	伤害
hurts	伤害
husband	丈夫
husbanded	丈夫
husbanding	丈夫
husbands	丈夫
hydrogen	氢
hydrogens	氢
i	我
ian	伊恩
ibm	美国国际商用机器公司
ice	冰
iced	冰
iceland	冰岛
icelands	冰岛
ices	冰
icing	冰
idea	主意
ideal	理想
ideally	完美地
ideals	理想
ideas	主意
identification	识别
identifications	识别
identified	识别
identifies	识别
identify	识别
